9531.7;533219.438,3886555#533229.688,3883782.75#528673.188,3883767.25#528664.375,3886539.25#533219.438,3886555#533219.438,3886555
9531.8;537774.562,3886572.75#537786.188,3883800.75#533229.688,3883782.75#533219.438,3886555#537774.562,3886572.75#537774.562,3886572.75
9532.7;542329.688,3886593#542342.688,3883820.75#537786.188,3883800.75#537774.562,3886572.75#542329.688,3886593#542329.688,3886593
9532.8;546884.812,3886615.5#546899.188,3883843.25#542342.688,3883820.75#542329.688,3886593#546884.812,3886615.5#546884.812,3886615.5
9533.7;551440,3886640.25#551455.75,3883868#546899.188,3883843.25#546884.812,3886615.5#551440,3886640.25#551440,3886640.25
9533.8;555995.125,3886667.25#556012.312,3883895#551455.75,3883868#551440,3886640.25#555995.125,3886667.25#555995.125,3886667.25
9534.7;560550.312,3886696.75#560568.875,3883924.5#556012.312,3883895#555995.125,3886667.25#560550.312,3886696.75#560550.312,3886696.75
9534.8;565105.5,3886728.25#565125.438,3883956#560568.875,3883924.5#560550.312,3886696.75#565105.5,3886728.25#565105.5,3886728.25
9535.7;569660.75,3886762.25#569682.062,3883990#565125.438,3883956#565105.5,3886728.25#569660.75,3886762.25#569660.75,3886762.25
9535.8;574215.938,3886798.5#574238.688,3884026.25#569682.062,3883990#569660.75,3886762.25#574215.938,3886798.5#574215.938,3886798.5
9536.7;578771.188,3886836.75#578795.312,3884064.5#574238.688,3884026.25#574215.938,3886798.5#578771.188,3886836.75#578771.188,3886836.75
9536.8;583326.438,3886877.75#583351.938,3884105.25#578795.312,3884064.5#578771.188,3886836.75#583326.438,3886877.75#583326.438,3886877.75
9537.7;587881.75,3886920.75#587908.625,3884148.5#583351.938,3884105.25#583326.438,3886877.75#587881.75,3886920.75#587881.75,3886920.75
9635.8;665339.25,3888001#665389.75,3885228.25#660834,3885146.277#660784.812,3887919.027#665339.25,3888001#665339.25,3888001
9636.7;669895.062,3888085.25#669947,3885312.5#665389.75,3885228.25#665339.25,3888001#669895.062,3888085.25#669895.062,3888085.25
9636.8;674451,3888171.75#674504.312,3885399#669947,3885312.5#669895.062,3888085.25#674451,3888171.75#674451,3888171.75
9637.7;674451,3888171.75#679007,3888260.5#679061.75,3885488#674504.312,3885399#674451,3888171.75#674451,3888171.75
9530.5;524101.875,3889298.25#524109.281,3886526#519554.188,3886515#519548.156,3889287.25#524101.875,3889298.25#524101.875,3889298.25
9530.6;528655.562,3889311.5#528664.375,3886539.25#524109.281,3886526#524101.875,3889298.25#528655.562,3889311.5#528655.562,3889311.5
9531.5;533209.25,3889327#533219.438,3886555#528664.375,3886539.25#528655.562,3889311.5#533209.25,3889327#533209.25,3889327
9531.6;537763,3889345#537774.562,3886572.75#533219.438,3886555#533209.25,3889327#537763,3889345#537763,3889345
9532.5;542316.688,3889365.25#542329.688,3886593#537774.562,3886572.75#537763,3889345#542316.688,3889365.25#542316.688,3889365.25
9532.6;546870.438,3889387.75#546884.812,3886615.5#542329.688,3886593#542316.688,3889365.25#546870.438,3889387.75#546870.438,3889387.75
9533.5;551424.188,3889412.5#551440,3886640.25#546884.812,3886615.5#546870.438,3889387.75#551424.188,3889412.5#551424.188,3889412.5
9533.6;555978,3889439.5#555995.125,3886667.25#551440,3886640.25#551424.188,3889412.5#555978,3889439.5#555978,3889439.5
9534.5;560531.75,3889469#560550.312,3886696.75#555995.125,3886667.25#555978,3889439.5#560531.75,3889469#560531.75,3889469
9534.6;565085.562,3889500.5#565105.5,3886728.25#560550.312,3886696.75#560531.75,3889469#565085.562,3889500.5#565085.562,3889500.5
9535.5;569639.375,3889534.5#569660.75,3886762.25#565105.5,3886728.25#565085.562,3889500.5#569639.375,3889534.5#569639.375,3889534.5
9535.6;574193.188,3889570.75#574215.938,3886798.5#569660.75,3886762.25#569639.375,3889534.5#574193.188,3889570.75#574193.188,3889570.75
9536.5;578747.062,3889609.25#578771.188,3886836.75#574215.938,3886798.5#574193.188,3889570.75#578747.062,3889609.25#578747.062,3889609.25
9536.6;583300.938,3889650#583326.438,3886877.75#578771.188,3886836.75#578747.062,3889609.25#583300.938,3889650#583300.938,3889650
9537.5;587854.812,3889693#587881.75,3886920.75#583326.438,3886877.75#583300.938,3889650#587854.812,3889693#587854.812,3889693
9635.6;665339.25,3888001#660784.812,3887919.027#660784.75,3887922.5#660735.651,3890691.527#665288.562,3890773.5#665339.25,3888001#665339.25,3888001
9636.5;665288.562,3890773.5#669843.062,3890858#669895.062,3888085.25#665339.25,3888001#665288.562,3890773.5#665288.562,3890773.5
9636.6;674397.562,3890944.5#674451,3888171.75#669895.062,3888085.25#669843.062,3890858#674397.562,3890944.5#674397.562,3890944.5
9530.3;524094.438,3892070.25#524101.875,3889298.25#519548.156,3889287.25#519542.156,3892059.25#524094.438,3892070.25#524094.438,3892070.25
9530.4;528646.75,3892083.75#528655.562,3889311.5#524101.875,3889298.25#524094.438,3892070.25#528646.75,3892083.75#528646.75,3892083.75
9531.3;533199.062,3892099.25#533209.25,3889327#528655.562,3889311.5#528646.75,3892083.75#533199.062,3892099.25#533199.062,3892099.25
9531.4;537751.375,3892117.25#537763,3889345#533209.25,3889327#533199.062,3892099.25#537751.375,3892117.25#537751.375,3892117.25
9532.3;542303.75,3892137.5#542316.688,3889365.25#537763,3889345#537751.375,3892117.25#542303.75,3892137.5#542303.75,3892137.5
9532.4;546856.062,3892160#546870.438,3889387.75#542316.688,3889365.25#542303.75,3892137.5#546856.062,3892160#546856.062,3892160
9533.3;551408.438,3892184.75#551424.188,3889412.5#546870.438,3889387.75#546856.062,3892160#551408.438,3892184.75#551408.438,3892184.75
9533.4;555960.812,3892211.75#555978,3889439.5#551424.188,3889412.5#551408.438,3892184.75#555960.812,3892211.75#555960.812,3892211.75
9534.3;560513.188,3892241#560531.75,3889469#555978,3889439.5#555960.812,3892211.75#560513.188,3892241#560513.188,3892241
9534.4;565065.625,3892272.75#565085.562,3889500.5#560531.75,3889469#560513.188,3892241#565065.625,3892272.75#565065.625,3892272.75
9535.3;569618,3892306.75#569639.375,3889534.5#565085.562,3889500.5#565065.625,3892272.75#569618,3892306.75#569618,3892306.75
9535.4;574170.438,3892343#574193.188,3889570.75#569639.375,3889534.5#569618,3892306.75#574170.438,3892343#574170.438,3892343
9536.3;578722.938,3892381.5#578747.062,3889609.25#574193.188,3889570.75#574170.438,3892343#578722.938,3892381.5#578722.938,3892381.5
9536.4;583275.375,3892422.25#583300.938,3889650#578747.062,3889609.25#578722.938,3892381.5#583275.375,3892422.25#583275.375,3892422.25
9537.3;587827.875,3892465.25#587854.812,3889693#583300.938,3889650#583275.375,3892422.25#587827.875,3892465.25#587827.875,3892465.25
9636.4;674344.125,3893717.25#674397.562,3890944.5#669843.062,3890858#669843.059,3890858.203#669845.625,3890858.25#669793.513,3893630.548#674344.125,3893717.25#674344.125,3893717.25
9637.3;678897.312,3893806#678952.107,3891034.174#674400.75,3890945#674400.758,3890944.562#674397.562,3890944.5#674344.125,3893717.25#678897.312,3893806#678897.312,3893806
9437.2;496766.719,3894808.25#496768.125,3894808.25#496768.125,3894807.25#501317.625,3894807#501318.094,3892035.75#496765.781,3892036.25#496766.719,3894808.25#496766.719,3894808.25
9438.2;510422.656,3892041.75#505879.528,3892037.758#505871.625,3894809#510419.438,3894813.246#510422.656,3892041.75#510422.656,3892041.75
9439.1;514970.314,3894819.743#514974.969,3892048.25#510422.656,3892041.75#510419.438,3894813.246#510423.375,3894813.25#514970.314,3894819.743#514970.314,3894819.743
9530.1;524087.031,3894842.5#524094.438,3892070.25#519542.156,3892059.25#519536.125,3894831.5#524087.031,3894842.5#524087.031,3894842.5
9530.2;528637.938,3894856#528646.75,3892083.75#524094.438,3892070.25#524087.031,3894842.5#528637.938,3894856#528637.938,3894856
9531.1;533188.812,3894871.5#533199.062,3892099.25#528646.75,3892083.75#528637.938,3894856#533188.812,3894871.5#533188.812,3894871.5
9531.2;537739.75,3894889.5#537751.375,3892117.25#533199.062,3892099.25#533188.812,3894871.5#537739.75,3894889.5#537739.75,3894889.5
9532.1;542290.75,3894909.75#542303.75,3892137.5#537751.375,3892117.25#537739.75,3894889.5#542290.75,3894909.75#542290.75,3894909.75
9532.2;546841.688,3894932.25#546856.062,3892160#542303.75,3892137.5#542290.75,3894909.75#546841.688,3894932.25#546841.688,3894932.25
9533.1;551392.625,3894957#551408.438,3892184.75#546856.062,3892160#546841.688,3894932.25#551392.625,3894957#551392.625,3894957
9533.2;555943.625,3894984#555960.812,3892211.75#551408.438,3892184.75#551392.625,3894957#555943.625,3894984#555943.625,3894984
9534.1;560494.625,3895013.25#560513.188,3892241#555960.812,3892211.75#555943.625,3894984#560494.625,3895013.25#560494.625,3895013.25
9534.2;565045.625,3895045#565065.625,3892272.75#560513.188,3892241#560494.625,3895013.25#565045.625,3895045#565045.625,3895045
9535.1;569596.688,3895079#569618,3892306.75#565065.625,3892272.75#565045.625,3895045#569596.688,3895079#569596.688,3895079
9535.2;574147.688,3895115.25#574170.438,3892343#569618,3892306.75#569596.688,3895079#574147.688,3895115.25#574147.688,3895115.25
9536.1;578698.75,3895153.75#578722.938,3892381.5#574170.438,3892343#574147.688,3895115.25#578698.75,3895153.75#578698.75,3895153.75
9536.2;583249.875,3895194.5#583275.375,3892422.25#578722.938,3892381.5#578698.75,3895153.75#583249.875,3895194.5#583249.875,3895194.5
9537.1;587800.938,3895237.75#587827.875,3892465.25#583275.375,3892422.25#583249.875,3895194.5#587800.938,3895237.75#587800.938,3895237.75
9636.2;674344.125,3893717.25#669793.513,3893630.548#669793.5,3893631.25#669741.455,3896403.297#674290.75,3896490#674344.125,3893717.25#674344.125,3893717.25
9637.1;674290.75,3896490#678842.5,3896578.75#678897.312,3893806#674344.125,3893717.25#674290.75,3896490#674290.75,3896490
9427.7;496767.656,3897580.001#496766.719,3894808.25#492215.812,3894811#492218.156,3897582.751#492219.094,3897582.75#496767.656,3897580.001#496767.656,3897580.001
9426.8;487668.656,3897588.25#487668.782,3897588.25#487668.781,3897587.5#492218.156,3897582.751#492215.812,3894811#487664.938,3894816#487668.656,3897588.25#487668.656,3897588.25
9520.7;524079.594,3897614.75#524087.031,3894842.5#519536.125,3894831.5#519530.094,3897603.75#524079.594,3897614.75#524079.594,3897614.75
9520.8;528629.062,3897628#528637.938,3894856#524087.031,3894842.5#524079.594,3897614.75#528629.062,3897628#528629.062,3897628
9424.8;474020.125,3897617#474012.188,3894844.75#469461.281,3894858.75#469470.594,3897631#474020.125,3897617#474020.125,3897617
9521.7;533178.625,3897643.75#533188.812,3894871.5#528637.938,3894856#528629.062,3897628#533178.625,3897643.75#533178.625,3897643.75
9521.8;537728.188,3897661.75#537739.75,3894889.5#533188.812,3894871.5#533178.625,3897643.75#537728.188,3897661.75#537728.188,3897661.75
9522.7;542277.688,3897682#542290.75,3894909.75#537739.75,3894889.5#537728.188,3897661.75#542277.688,3897682#542277.688,3897682
9522.8;546827.25,3897704.5#546841.688,3894932.25#542290.75,3894909.75#542277.688,3897682#546827.25,3897704.5#546827.25,3897704.5
9523.7;551376.812,3897729.25#551392.625,3894957#546841.688,3894932.25#546827.25,3897704.5#551376.812,3897729.25#551376.812,3897729.25
9523.8;555926.438,3897756.25#555943.625,3894984#551392.625,3894957#551376.812,3897729.25#555926.438,3897756.25#555926.438,3897756.25
9524.7;560476,3897785.75#560494.625,3895013.25#555943.625,3894984#555926.438,3897756.25#560476,3897785.75#560476,3897785.75
9524.8;565025.625,3897817.25#565045.625,3895045#560494.625,3895013.25#560476,3897785.75#565025.625,3897817.25#565025.625,3897817.25
9525.7;569575.25,3897851.25#569596.688,3895079#565045.625,3895045#565025.625,3897817.25#569575.25,3897851.25#569575.25,3897851.25
9525.8;574124.938,3897887.5#574147.688,3895115.25#569596.688,3895079#569575.25,3897851.25#574124.938,3897887.5#574124.938,3897887.5
9526.7;578674.562,3897926#578698.75,3895153.75#574147.688,3895115.25#574124.938,3897887.5#578674.562,3897926#578674.562,3897926
9526.8;583224.25,3897966.75#583249.875,3895194.5#578698.75,3895153.75#578674.562,3897926#583224.25,3897966.75#583224.25,3897966.75
9527.7;587774,3898010#587800.938,3895237.75#583249.875,3895194.5#583224.25,3897966.75#587774,3898010#587774,3898010
9527.8;592323.75,3898055.5#592352.062,3895283#587800.938,3895237.75#587774,3898010#592323.75,3898055.5#592323.75,3898055.5
9426.5;487672.375,3900360.5#487668.656,3897588.25#483119.156,3897595.5#483124.281,3900367.75#487672.375,3900360.5#487672.375,3900360.5
9425.6;483124.281,3900367.75#483119.156,3897595.5#478569.625,3897605#478576.156,3900377.25#483124.281,3900367.75#483124.281,3900367.75
9520.5;524079.594,3897614.75#519530.094,3897603.75#519524.033,3900375.022#524063.375,3900385.75#524072.16,3900385.775#524079.594,3897614.75#524079.594,3897614.75
9425.5;478576.156,3900377.25#478569.625,3897605#474020.125,3897617#474028.031,3900389#478576.156,3900377.25#478576.156,3900377.25
9520.6;528620.255,3900398.778#528629.062,3897628#524079.594,3897614.75#524072.16,3900385.775#528612.125,3900398.75#528620.255,3900398.778#528620.255,3900398.778
9424.6;474028.031,3900389#474020.125,3897617#469470.594,3897631#469479.906,3900403.25#474028.031,3900389#474028.031,3900389
9521.5;533168.381,3900414.279#533178.625,3897643.75#528629.062,3897628#528620.255,3900398.778#533160.938,3900414.25#533168.381,3900414.279#533168.381,3900414.279
9424.5;469479.906,3900403.25#469470.594,3897631#464921.062,3897647.5#464931.781,3900419.75#469479.906,3900403.25#469479.906,3900403.25
9521.6;537716.571,3900432.03#537728.188,3897661.75#533178.625,3897643.75#533168.381,3900414.279#537709.812,3900432#537716.571,3900432.03#537716.571,3900432.03
9423.6;464931.781,3900419.75#464921.062,3897647.5#460371.5,3897666.25#460383.625,3900438.5#464931.781,3900419.75#464931.781,3900419.75
9522.5;542264.697,3900452.277#542277.688,3897682#537728.188,3897661.75#537716.571,3900432.03#542259.25,3900452.25#542264.697,3900452.277#542264.697,3900452.277
9423.5;460383.625,3900438.5#460371.5,3897666.25#455821.969,3897687.25#455835.469,3900459.5#460383.625,3900438.5#460383.625,3900438.5
9522.6;546812.884,3900475.026#546827.25,3897704.5#542277.688,3897682#542264.697,3900452.277#546808.125,3900475#546812.884,3900475.026#546812.884,3900475.026
9523.5;551361.008,3900500.024#551376.812,3897729.25#546827.25,3897704.5#546812.884,3900475.026#551357.062,3900500#551361.008,3900500.024#551361.008,3900500.024
9523.6;555909.258,3900527.271#555926.438,3897756.25#551376.812,3897729.25#551361.008,3900500.024#555906.062,3900527.25#555909.258,3900527.271#555909.258,3900527.271
9524.5;560457.446,3900556.765#560476,3897785.75#555926.438,3897756.25#555909.258,3900527.271#560455.188,3900556.75#560457.446,3900556.765#560457.446,3900556.765
9524.6;565005.639,3900587.508#565025.625,3897817.25#560476,3897785.75#560457.446,3900556.765#565004.625,3900587.5#565005.639,3900587.508#565005.639,3900587.508
9525.5;569553.89,3900621.5#569575.25,3897851.25#565025.625,3897817.25#565005.639,3900587.508#569553.875,3900621.5#569553.89,3900621.5#569553.89,3900621.5
9525.6;574102.144,3900657.492#574124.938,3897887.5#569575.25,3897851.25#569553.89,3900621.5#574102.144,3900657.492#574102.144,3900657.492
9526.5;578650.455,3900696.234#578674.562,3897926#574124.938,3897887.5#574102.144,3900657.492#574103.125,3900657.5#578650.455,3900696.234#578650.455,3900696.234
9526.6;583198.708,3900736.976#583224.25,3897966.75#578674.562,3897926#578650.455,3900696.234#578652.312,3900696.25#583198.708,3900736.976#583198.708,3900736.976
9527.5;587747.022,3900779.969#587774,3898010#583224.25,3897966.75#583198.708,3900736.976#583201.375,3900737#587747.022,3900779.969#587747.022,3900779.969
9527.6;592295.398,3900825.458#592323.75,3898055.5#587774,3898010#587747.022,3900779.969#587750.312,3900780#592295.398,3900825.458#592295.398,3900825.458
9426.3;487676.125,3903132.75#487672.375,3900360.5#483124.281,3900367.75#483129.406,3903140#487676.125,3903132.75#487676.125,3903132.75
9425.4;483129.406,3903140#483124.281,3900367.75#478576.156,3900377.25#478582.688,3903149.5#483129.406,3903140#483129.406,3903140
9425.3;478582.688,3903149.5#478576.156,3900377.25#474028.031,3900389#474035.969,3903161.25#478582.688,3903149.5#478582.688,3903149.5
